具体地点,职位名称,工资,福利tag,公司名称,公司标签,其他标签,岗位要求,是否为推广,会员商家,发布时间,抓取时间,平台,浏览人数,申请人数,招聘人数,公司人数,学历限制,经验限制,工作地址,职位描述,公司介绍,公司行业,认证类别,公司招聘职位总数,公司类别
北京·丰台区,北京360/天（耳机厂）急招质检仓管员贴标包吃住奖金5K,9千-1.3万,包吃住|包吃住|包吃|包吃|包住|包住|五险一金|五险一金|年终奖金|年终奖金|房补|房补|交通补贴|交通补贴|节日福利|节日福利|带薪年假|带薪年假|全勤奖|全勤奖|工龄奖|工龄奖|可预支|可预支|人走账清|人走账清|工作轻松|工作轻松|,苏州美都服务外包有限公司,专业服务(咨询、人力资源、财会)|民营|少于50人|,,,,,,2025/04/02 10:07:54,51job,2分钟前回复,,少于50人,,,无需经验,北京·丰台区,,,专业服务(咨询、人力资源、财会),,,
北京,北京360一天su7新车间+免费包吃住/五险一金,9千-1.3万·13薪,测试|测试|包吃住|包吃住|包吃|包吃|包住|包住|,山东百鑫人力资源有限公司,专业服务(咨询、人力资源、财会)|民营|少于50人|,,,,,,2025/04/02 10:07:54,51job,今日回复10+次,,少于50人,,,无需经验,北京,,,专业服务(咨询、人力资源、财会),,,
北京·东城区,北京玩具厂贴签/360天/包吃住,8千-1.1万·13薪,包装|包装|品检|品检|仓库管理|仓库管理|操作|操作|扫码|扫码|物料员|物料员|贴标签|贴标签|巡检|巡检|招聘|招聘|包吃住|包吃住|加班补贴|加班补贴|商业保险|商业保险|定期体检|定期体检|节日福利|节日福利|高温补贴|高温补贴|包吃|包吃|包住|包住|交通补贴|交通补贴|带薪年假|带薪年假|五险一金|五险一金|五险|五险|餐饮补贴|餐饮补贴|专业培训|专业培训|社保|社保|,昱泽信息科技（山东）有限公司,专业服务(咨询、人力资源、财会)|民营|少于50人|,,,,,,2025/04/02 10:07:54,51job,今日回复10+次,,少于50人,,,无需经验,北京·东城区,,,专业服务(咨询、人力资源、财会),,,
北京·顺义区,北京9500起库房普工五险包吃住,8千-1.2万,理货员|理货员|快递员|快递员|配送员|配送员|小时工|小时工|分拣员|分拣员|码货|码货|装卸|装卸|当天入职上岗|当天入职上岗|公司直招|公司直招|可预支工资|可预支工资|五险一金|五险一金|免费班车|免费班车|交通补贴|交通补贴|餐饮补贴|餐饮补贴|绩效奖金|绩效奖金|年终奖金|年终奖金|弹性工作|弹性工作|定期体检|定期体检|不压工资|不压工资|可预支工资|可预支工资|公司直招|公司直招|当天入职上岗|当天入职上岗|人走账清|人走账清|长短期均可|长短期均可|全勤奖金|全勤奖金|,廊坊相禹物流有限公司,交通/运输/物流|民营|500-1000人|,,,,,,2025/04/02 10:07:46,51job,1天内处理简历,,500-1000人,,,无需经验,北京·顺义区,,,交通/运输/物流,,,
北京,普工420/天 包吃住+环境优美,8千-1.2万·13薪,包吃住|包吃住|包吃|包吃|五险一金|五险一金|五险|五险|年终奖金|年终奖金|餐饮补贴|餐饮补贴|带薪年假|带薪年假|专业培训|专业培训|定期体检|定期体检|免费班车|免费班车|员工旅游|员工旅游|工作轻松|工作轻松|弹性工作|弹性工作|可预支|可预支|人走账清|人走账清|,昱泽信息科技（山东）有限公司,计算机软件|民营|500-1000人|,,,,,,2025/04/02 10:07:46,51job,今日回复10+次,,500-1000人,,,无需经验,北京,,,计算机软件,,,
北京,普工操作工（五险一金包吃住）,7.5-9千,五险一金|五险一金|定期体检|定期体检|绩效奖金|绩效奖金|带薪年假|带薪年假|免费班车|免费班车|节日福利|节日福利|商业保险|商业保险|培训|培训|包食宿|包食宿|食宿|食宿|晋升空间|晋升空间|发展空间|发展空间|社会保险|社会保险|包三餐|包三餐|免费住宿|免费住宿|,武汉翎能新能源科技有限公司,新能源|民营|150-500人|,,,,,,2025/04/02 10:07:46,51job,1天内处理简历,,150-500人,,中技/中专,1年,北京,,,计算机软件,,,
北京,360一天+包吃住普工+组装苹果手机,9.5千-1.5万,包吃住|包吃住|绩效奖金|绩效奖金|加班补贴|加班补贴|高温补贴|高温补贴|交通补贴|交通补贴|餐饮补贴|餐饮补贴|专业培训|专业培训|全勤奖|全勤奖|免费班车|免费班车|员工旅游|员工旅游|工作轻松|工作轻松|弹性工作|弹性工作|可预支|可预支|人走账清|人走账清|,苏州市众博服务外包有限公司,计算机硬件|已上市|10000人以上|,,,,,,2025/04/02 10:07:46,51job,1天内处理简历,,10000人以上,,,无需经验,北京,,,计算机硬件,,,
北京·通州区,北京库房普工9500起五险包吃住,8千-1.2万,分拣员|分拣员|装卸工|装卸工|理货员|理货员|快递员|快递员|配送员|配送员|小时工|小时工|物流|物流|仓储|仓储|配货员|配货员|打包|打包|绩效奖金|绩效奖金|年终奖金|年终奖金|弹性工作|弹性工作|免费班车|免费班车|定期体检|定期体检|五险一金|五险一金|全勤奖|全勤奖|加班补贴|加班补贴|包吃包住|包吃包住|不压工资|不压工资|人走账清|人走账清|公司直招|公司直招|当天入职上岗|当天入职上岗|可预支工资|可预支工资|长短期均可|长短期均可|,廊坊相禹物流有限公司,交通/运输/物流|民营|500-1000人|,,,,,,2025/04/02 10:07:47,51job,今日回复10+次,,500-1000人,,,无需经验,北京·通州区,,,交通/运输/物流,,,
北京,海淀药厂招大量高薪普工,7-8千,工作餐|工作餐|白班|白班|普工|普工|包吃|包吃|小时工|小时工|8小时|8小时|住宿|住宿|加班费|加班费|伙食好|伙食好|,直聘达人数据（武汉）有限公司,交通/运输/物流|民营|500-1000人|,,,,,,2025/04/02 10:07:47,51job,今日回复10+次,,500-1000人,,,无需经验,北京,,,交通/运输/物流,,,
北京·大兴区,普工,4-6千,节日福利|节日福利|,北京时薪人力资源有限公司,生活服务|民营|500-1000人|,,,,,,2025/04/02 10:07:47,51job,今日回复10+次,,500-1000人,,中技/中专,无需经验,北京·大兴区,,,交通/运输/物流,,,
北京·房山区,普工操作工,6-8千,航空航天|航空航天|绩效奖金|绩效奖金|五险一金|五险一金|包吃住|包吃住|年度体检|年度体检|团建活动|团建活动|过节福利|过节福利|,北京普惠三航科技有限公司,计算机软件|民营|,,,,,,2025/04/02 10:07:47,51job,今日回复7次,,民营,,中技/中专,1-3年,北京·房山区,,,计算机软件,,,
北京·昌平区,普工,4.5-8千,普工|普工|操作工|操作工|技术工|技术工|五险一金|五险一金|餐饮补贴|餐饮补贴|绩效奖金|绩效奖金|,北京中盾安民分析技术有限公司,计算机服务(系统、数据服务、维修)|国企|150-500人|,,,,,,2025/04/02 10:07:47,51job,1天内处理简历,,150-500人,,中技/中专,无需经验,北京·昌平区,,,计算机服务(系统、数据服务、维修),,,
北京·门头沟区,普工,4.5-5.5千,操作工|操作工|普工|普工|工人|工人|车间工人|车间工人|绩效奖金|绩效奖金|年终奖金|年终奖金|五险一金|五险一金|包住|包住|免费班车|免费班车|劳保|劳保|加班补助|加班补助|,定州市露洁化工有限公司,环保|民营|150-500人|,,,,,,2025/04/02 10:07:47,51job,,,150-500人,,中技/中专,1年,北京·门头沟区,,,计算机服务(系统、数据服务、维修),,,
北京·顺义区,普工理货员,5-6千,加班补贴|加班补贴|社保|社保|餐饮补贴|餐饮补贴|,北京新体乾元国际货运代理有限公司,交通/运输/物流|民营|50-150人|,,,,,,2025/04/02 10:07:47,51job,简历处理快,,50-150人,,初中及以下,无需经验,北京·顺义区,,,交通/运输/物流,,,
北京·房山区,普通操作工,6-8千,航空航天|航空航天|大小周|大小周|五险|五险|包吃|包吃|包住|包住|加班补贴|加班补贴|五险一金|五险一金|绩效奖金|绩效奖金|,北京普惠三航科技有限公司,计算机软件|民营|,,,,,,2025/04/02 10:07:48,51job,今日回复10+次,,民营,,高中,无需经验,北京·房山区,,,计算机软件,,,
北京·房山区,普工,3.5-6.5千,提供住宿|提供住宿|,北京味来星机器人科技有限公司,仪器仪表/工业自动化|民营|少于50人|,,,,,,2025/04/02 10:07:48,51job,今日回复10次,,少于50人,,,无需经验,北京·房山区,,,仪器仪表/工业自动化,,,
北京·通州区,手工质检普工包装工,5-6.5千,印刷厂手工|印刷厂手工|印刷厂质检|印刷厂质检|年终奖金|年终奖金|餐饮补贴|餐饮补贴|长白班|长白班|加班补助|加班补助|包吃包住|包吃包住|宿舍|宿舍|免费住宿|免费住宿|,北京考奇广告有限公司,广告|民营|少于50人|,,,,,,2025/04/02 10:07:48,51job,1天内处理简历,,少于50人,,,无需经验,北京·通州区,,,仪器仪表/工业自动化,,,
北京·大兴区,直招普工操作工,4-8千·13薪,五险|五险|定期体检|定期体检|加班补贴|加班补贴|高温补贴|高温补贴|房补|房补|全勤奖|全勤奖|餐饮补贴|餐饮补贴|工龄奖|工龄奖|节日福利|节日福利|带薪年假|带薪年假|生日福利|生日福利|,上海佳轩物流有限公司,交通/运输/物流|民营|500-1000人|,,,,,,2025/04/02 10:07:48,51job,,,500-1000人,,,无需经验,北京·大兴区,,,交通/运输/物流,,,
北京·大兴区,武装押运员（普工）,5-7千,五险一金|五险一金|月休4天|月休4天|专业培训|专业培训|高温补贴|高温补贴|包三餐|包三餐|包住宿|包住宿|节日福利|节日福利|住房公积金|住房公积金|五险一金|五险一金|,北京振远护卫中心,交通/运输/物流|国企|10000人以上|,,,,,,2025/04/02 10:07:48,51job,简历处理快,,10000人以上,,,无需经验,北京·大兴区,,,交通/运输/物流,,,
北京·怀柔区,普工/操作工,5-6.5千,包装|包装|组装|组装|现场5s|现场5s|设备点检|设备点检|健康证|健康证|记录填写|记录填写|投料|投料|过程检查|过程检查|洁净车间|洁净车间|上4休2|上4休2|五险一金|五险一金|专业培训|专业培训|定期体检|定期体检|员工旅游|员工旅游|带薪年假|带薪年假|免费班车|免费班车|体检|体检|宿舍|宿舍|节假日|节假日|免费住宿|免费住宿|,雷诺丽特北京医疗事业部,医疗设备/器械|外资（欧美）|500-1000人|,,,,,,2025/04/02 10:07:48,51job,简历处理快,,500-1000人,,初中及以下,无需经验,北京·怀柔区,,,医疗设备/器械,,,
北京·通州区,普工,5-8千,包住|包住|五险一金|五险一金|社保|社保|年终奖金|年终奖金|节日福利|节日福利|免费班车|免费班车|可预支|可预支|生日福利|生日福利|工作轻松|工作轻松|,北京正弘文化有限公司,公关/市场推广/会展|民营|150-500人|,,,,,,2025/04/02 10:07:49,51job,今日回复10+次,,150-500人,,初中及以下,无需经验,北京·通州区,,,公关/市场推广/会展,,,
北京·通州区,生产普工,5-9千,定期体检|定期体检|员工旅游|员工旅游|,上海龙渤实业发展有限公司,交通/运输/物流|民营|1000-5000人|,,,,,,2025/04/02 10:07:49,51job,喜欢聊天,,1000-5000人,,初中及以下,无需经验,北京·通州区,,,交通/运输/物流,,,
北京·大兴区,退役军人普工岗,5-7千,焊接|焊接|五险一金|五险一金|提供食宿|提供食宿|,北京中科航天人才服务有限公司,航天/航空|国企|10000人以上|,,,,,,2025/04/02 10:07:49,51job,,,10000人以上,,大专,无需经验,北京·大兴区,,,航天/航空,,,
北京·通州区,普工,8千-1万,五险|五险|包住|包住|高温补贴|高温补贴|餐饮补贴|餐饮补贴|加班补贴|加班补贴|,深圳市润诚人力资源有限公司,专业服务(咨询、人力资源、财会)|民营|少于50人|,,,,,,2025/04/02 10:07:39,51job,1天内处理简历,,少于50人,,初中及以下,无需经验,北京·通州区,,,专业服务(咨询、人力资源、财会),,,
北京·房山区,车间普工,5-7千,,天津福联人力资源服务有限公司,专业服务(咨询、人力资源、财会)|民营|少于50人|,,,,,,2025/04/02 10:07:39,51job,今日回复3次,,少于50人,,,无需经验,北京·房山区,,,专业服务(咨询、人力资源、财会),,,
北京,坐岗普工330/天包吃住岗位轻松,8千-1.1万·13薪,绩效奖金|绩效奖金|人走账清|人走账清|年终奖金|年终奖金|免费班车|免费班车|加班补贴|加班补贴|包吃住|包吃住|五险一金|五险一金|高温补贴|高温补贴|房补|房补|全勤奖|全勤奖|社保|社保|工作轻松|工作轻松|带薪年假|带薪年假|专业培训|专业培训|可预支|可预支|,禾弘信息科技（山东）有限公司,专业服务(咨询、人力资源、财会)|民营|500-1000人|,,,,,,2025/04/02 10:07:40,51job,今日回复10+次,,500-1000人,,,无需经验,北京,,,专业服务(咨询、人力资源、财会),,,
北京,普工操作工月9000人走帐清,8千-1万,招聘|招聘|包装|包装|组装|组装|入职|入职|质检|质检|贴标签|贴标签|扫码|扫码|储备|储备|包吃住|包吃住|五险一金|五险一金|年终奖金|年终奖金|绩效奖金|绩效奖金|加班补贴|加班补贴|节日福利|节日福利|专业培训|专业培训|全勤奖|全勤奖|工龄奖|工龄奖|定期体检|定期体检|工作轻松|工作轻松|生日福利|生日福利|可预支|可预支|人走账清|人走账清|,宿州兴讯企业管理有限公司,专业服务(咨询、人力资源、财会)|民营|,,,,,,2025/04/02 10:07:40,51job,今日回复10+次,,民营,,,无需经验,北京,,,专业服务(咨询、人力资源、财会),,,
北京,普工不穿不看坐班可预支360/天,8千-1.2万·15薪,五险一金|五险一金|包吃住|包吃住|包吃|包吃|包住|包住|五险|五险|社保|社保|加班补贴|加班补贴|交通补贴|交通补贴|餐饮补贴|餐饮补贴|房补|房补|带薪年假|带薪年假|工作轻松|工作轻松|弹性工作|弹性工作|可预支|可预支|人走账清|人走账清|,赛创企业管理（山东）有限公司,专业服务(咨询、人力资源、财会)|民营|500-1000人|,,,,,,2025/04/02 10:07:40,51job,今日回复10+次,,500-1000人,,,无需经验,北京,,,专业服务(咨询、人力资源、财会),,,
北京,直聘普工360一天包吃住,1-1.4万·13薪,入职|入职|质检|质检|贴标签|贴标签|人事招聘|人事招聘|手机|手机|扫码|扫码|包吃包住|包吃包住|五险一金|五险一金|季度奖|季度奖|年终奖|年终奖|五险一金|五险一金|带薪年假|带薪年假|缴纳五险|缴纳五险|多劳多得|多劳多得|长白班|长白班|夫妻房|夫妻房|年终奖|年终奖|包吃住|包吃住|公寓住宿|公寓住宿|免费吃住|免费吃住|坐着上班|坐着上班|安排住宿|安排住宿|保底工资|保底工资|季度奖|季度奖|有五险|有五险|,江苏全诺企业管理咨询有限公司,专业服务(咨询、人力资源、财会)|民营|,,,,,,2025/04/02 10:07:41,51job,1天内处理简历,,民营,,,无需经验,北京,,,专业服务(咨询、人力资源、财会),,,
北京·通州区,普工,5-6千,普工|普工|包住|包住|五险|五险|社保|社保|绩效奖金|绩效奖金|补充医疗保险|补充医疗保险|节日福利|节日福利|定期体检|定期体检|生日福利|生日福利|包住宿|包住宿|,北京二商肉类食品集团有限公司,批发/零售|国企|1000-5000人|,,,,,,2025/04/02 10:07:41,51job,今日活跃,,1000-5000人,,,无需经验,北京·通州区,,,批发/零售,,,
